
Trans_ID,Product1,Product2,Product3
1502,Earring,Short sleeve,Dress
1503,Shoes,Blouse,Anklets
1504,Blue jeans,Bracelet,Skirt
1505,Shoes,Blouse,Skirt
1506,Shirt,Long sleeve,Anklets
1507,Shirt,Long sleeve,Skirt
1508,Shirt,Blouse,Anklets
1509,Shoes,Blouse,Skirt
1510,Shirt,Blouse,Anklets
1511,Earring,Short sleeve,Dress
1512,Blue jeans,Bracelet,Skirt
1513,Blue jeans,Bracelet,Skirt
1514,Blue jeans,Bracelet,Skirt
1515,Earring,Short sleeve,Dress
1516,Shoes,Blouse,Skirt
1517,Earring,Short sleeve,Dress
1518,Shirt,Long sleeve,Skirt
1519,Shoes,Blouse,Skirt
1520,Blue jeans,Bracelet,Skirt
1521,Blue jeans,Bracelet,Skirt
1522,Blue jeans,Bracelet,Skirt
1523,Shoes,Bracelet,Anklets
1524,Earring,Short sleeve,Dress
1525,Blue jeans,Short sleeve,Dress
1526,Shirt,Long sleeve,Skirt
1527,Shoes,Long sleeve,Anklets
1528,Shirt,Long sleeve,Anklets
1529,Shirt,Blouse,Anklets
1530,Shoes,Bracelet,Anklets
1531,Blue jeans,Bracelet,Skirt
1532,Blue jeans,Bracelet,Skirt
1533,Shirt,Long sleeve,Skirt
1534,Shoes,Blouse,Skirt
1535,Shirt,Long sleeve,Skirt
1536,Blue jeans,Bracelet,Skirt
1537,Shoes,Blouse,Skirt
1538,Shoes,Blouse,Skirt
1539,Earring,Short sleeve,Dress
1540,Blue jeans,Bracelet,Skirt
1541,Shirt,Long sleeve,Skirt
1542,Blue jeans,Bracelet,Skirt
1543,Shirt,Long sleeve,Anklets
1544,Blue jeans,Bracelet,Skirt
1545,Earring,Short sleeve,Dress
1546,Earring,Short sleeve,Dress
1547,Shoes,Blouse,Skirt
1548,Shirt,Long sleeve,Skirt
1549,Shoes,Blouse,Skirt
1550,Blue jeans,Bracelet,Skirt
1551,Earring,Short sleeve,Dress
1552,Shoes,Bracelet,Anklets
1553,Shoes,Blouse,Skirt
1554,Earring,Short sleeve,Dress
1555,Shirt,Long sleeve,Skirt
1556,Blue jeans,Bracelet,Skirt
1557,Earring,Short sleeve,Dress
1558,Earring,Short sleeve,Dress
1559,Earring,Short sleeve,Dress
1560,Shirt,Long sleeve,Skirt
1561,Shirt,Long sleeve,Skirt
1562,Shoes,Bracelet,Skirt
1563,Blue jeans,Bracelet,Skirt
1564,Shirt,Long sleeve,Skirt
1565,Shoes,Blouse,Skirt
1566,Blue jeans,Bracelet,Skirt
1567,Shoes,Bracelet,Skirt
1568,Shoes,Blouse,Skirt
1569,Shoes,Blouse,Skirt
1570,Blue jeans,Bracelet,Skirt
1571,Blue jeans,Short sleeve,Dress
1572,Earring,Short sleeve,Dress
1573,Blue jeans,Bracelet,Skirt
1574,Shoes,Blouse,Skirt
1575,Shirt,Long sleeve,Anklets
1576,Blue jeans,Short sleeve,Dress
1577,Earring,Short sleeve,Dress
1578,Blue jeans,Bracelet,Skirt
1579,Blue jeans,Bracelet,Skirt
1580,Earring,Short sleeve,Dress
1581,Shoes,Bracelet,Skirt
1582,Shoes,Blouse,Skirt
1583,Blue jeans,Bracelet,Skirt
1584,Shoes,Blouse,Anklets
1585,Blue jeans,Short sleeve,Dress
1586,Earring,Short sleeve,Dress
1587,Shirt,Long sleeve,Skirt
1588,Earring,Short sleeve,Dress
1589,Shirt,Long sleeve,Skirt
1590,Shirt,Long sleeve,Skirt
1591,Shoes,Blouse,Skirt
1592,Earring,Short sleeve,Dress
1593,Shoes,Bracelet,Anklets
1594,Blue jeans,Bracelet,Skirt
1595,Blue jeans,Short sleeve,Dress
1596,Earring,Short sleeve,Dress
1597,Shirt,Long sleeve,Anklets
1598,Shirt,Long sleeve,Skirt
1599,Shoes,Bracelet,Skirt
1600,Earring,Short sleeve,Dress
1601,Shirt,Long sleeve,Anklets
1602,Shoes,Bracelet,Anklets
1603,Shoes,Blouse,Skirt
1604,Shoes,Blouse,Skirt
1605,Shirt,Long sleeve,Skirt
1606,Shoes,Bracelet,Skirt
1607,Shoes,Blouse,Skirt
1608,Earring,Short sleeve,Dress
1609,Blue jeans,Bracelet,Skirt
1610,Blue jeans,Short sleeve,Dress
1611,Shoes,Bracelet,Skirt
1612,Earring,Short sleeve,Dress
1613,Blue jeans,Short sleeve,Dress
1614,Blue jeans,Bracelet,Skirt
1615,Blue jeans,Bracelet,Skirt
1616,Shoes,Blouse,Skirt
1617,Shoes,Blouse,Skirt
1618,Blue jeans,Bracelet,Skirt
1619,Shoes,Bracelet,Skirt
1620,Earring,Short sleeve,Dress
1621,Earring,Short sleeve,Dress
1622,Earring,Bracelet,Dress
1623,Shirt,Long sleeve,Skirt
1624,Shirt,Long sleeve,Skirt
1625,Earring,Short sleeve,Dress
1626,Shoes,Blouse,Skirt
1627,Shoes,Blouse,Skirt
1628,Blue jeans,Short sleeve,Dress
1629,Blue jeans,Bracelet,Skirt
1630,Shoes,Blouse,Skirt
1631,Shirt,Long sleeve,Anklets
1632,Blue jeans,Bracelet,Skirt
1633,Shoes,Blouse,Anklets
1634,Shirt,Blouse,Anklets
1635,Shoes,Blouse,Skirt
1636,Earring,Short sleeve,Dress
1637,Shoes,Blouse,Skirt
1638,Earring,Short sleeve,Dress
1639,Shoes,Bracelet,Skirt
1640,Earring,Short sleeve,Dress
1641,Shirt,Blouse,Anklets
1642,Blue jeans,Short sleeve,Skirt
1643,Shoes,Bracelet,Skirt
1644,Blue jeans,Bracelet,Skirt
1645,Blue jeans,Bracelet,Skirt
1646,Earring,Bracelet,Dress
1647,Blue jeans,Bracelet,Skirt
1648,Earring,Short sleeve,Dress
1649,Shoes,Blouse,Skirt
1650,Shirt,Long sleeve,Skirt
1651,Shoes,Bracelet,Anklets
1652,Shirt,Blouse,Anklets
1653,Shirt,Long sleeve,Skirt
1654,Shoes,Blouse,Anklets
1655,Shoes,Blouse,Skirt
1656,Shirt,Long sleeve,Anklets
1657,Blue jeans,Short sleeve,Dress
1658,Shirt,Long sleeve,Anklets
1659,Earring,Short sleeve,Dress
1660,Earring,Short sleeve,Dress
1661,Shirt,Blouse,Anklets
1662,Shoes,Blouse,Skirt
1663,Shoes,Blouse,Skirt
1664,Shoes,Blouse,Anklets
1665,Shirt,Long sleeve,Anklets
1666,Blue jeans,Bracelet,Skirt
1667,Shoes,Blouse,Skirt
1668,Blue jeans,Short sleeve,Dress
1669,Shoes,Blouse,Skirt
1670,Shoes,Blouse,Skirt
1671,Shirt,Long sleeve,Skirt
1672,Earring,Short sleeve,Dress
1673,Shoes,Bracelet,Anklets
1674,Earring,Short sleeve,Dress
1675,Blue jeans,Bracelet,Skirt
1676,Shoes,Blouse,Skirt
1677,Shoes,Blouse,Anklets
1678,Shirt,Long sleeve,Anklets
1679,Blue jeans,Bracelet,Skirt
1680,Shoes,Blouse,Skirt
1681,Earring,Short sleeve,Dress
1682,Shoes,Blouse,Skirt
1683,Shoes,Bracelet,Skirt
1684,Shirt,Long sleeve,Skirt
1685,Blue jeans,Short sleeve,Dress
1686,Blue jeans,Bracelet,Skirt
1687,Shoes,Blouse,Skirt
1688,Shirt,Long sleeve,Anklets
1689,Shoes,Bracelet,Skirt
1690,Blue jeans,Bracelet,Skirt
1691,Blue jeans,Bracelet,Skirt
1692,Shoes,Blouse,Skirt
1693,Blue jeans,Bracelet,Skirt
1694,Shirt,Long sleeve,Anklets
1695,Shoes,Blouse,Skirt
1696,Blue jeans,Bracelet,Skirt
1697,Shoes,Blouse,Skirt
1698,Blue jeans,Bracelet,Skirt
1699,Shoes,Blouse,Skirt
1700,Blue jeans,Bracelet,Skirt
1701,Shoes,Blouse,Skirt
1702,Shirt,Long sleeve,Skirt
1703,Shoes,Blouse,Skirt
1704,Shoes,Bracelet,Anklets
1705,Blue jeans,Short sleeve,Dress
1706,Shoes,Bracelet,Anklets
1707,Shoes,Bracelet,Anklets
1708,Blue jeans,Bracelet,Skirt
1709,Blue jeans,Bracelet,Skirt
1710,Earring,Short sleeve,Dress
1711,Shirt,Long sleeve,Skirt
1712,Blue jeans,Bracelet,Skirt
1713,Shoes,Blouse,Skirt
1714,Earring,Short sleeve,Dress
1715,Shoes,Blouse,Skirt
1716,Blue jeans,Bracelet,Skirt
1717,Shoes,Blouse,Skirt
1718,Earring,Short sleeve,Dress
1719,Shirt,Long sleeve,Skirt
1720,Blue jeans,Bracelet,Skirt
1721,Blue jeans,Short sleeve,Dress
1722,Shoes,Blouse,Skirt
1723,Shirt,Long sleeve,Skirt
1724,Blue jeans,Bracelet,Skirt
1725,Blue jeans,Bracelet,Skirt
1726,Earring,Bracelet,Dress
1727,Shirt,Blouse,Anklets
1728,Blue jeans,Bracelet,Skirt
1729,Shirt,Long sleeve,Skirt
1730,Shoes,Blouse,Skirt
1731,Blue jeans,Short sleeve,Dress
1732,Shirt,Blouse,Anklets
1733,Shoes,Bracelet,Skirt
1734,Shoes,Bracelet,Skirt
1735,Shoes,Bracelet,Anklets
1736,Shirt,Long sleeve,Skirt
1737,Shoes,Bracelet,Skirt
1738,Blue jeans,Bracelet,Skirt
1739,Shoes,Blouse,Skirt
1740,Earring,Short sleeve,Dress
1741,Shoes,Bracelet,Anklets
1742,Shoes,Bracelet,Skirt
1743,Blue jeans,Bracelet,Skirt
1744,Shoes,Blouse,Skirt
1745,Shirt,Long sleeve,Skirt
1746,Shoes,Bracelet,Skirt
1747,Blue jeans,Short sleeve,Dress
1748,Shoes,Blouse,Skirt
1749,Blue jeans,Bracelet,Skirt
1750,Earring,Short sleeve,Dress
1751,Blue jeans,Bracelet,Skirt
1752,Shoes,Bracelet,Anklets
1753,Shirt,Long sleeve,Skirt
1754,Shoes,Bracelet,Anklets
1755,Earring,Short sleeve,Dress
1756,Shirt,Long sleeve,Anklets
1757,Shoes,Blouse,Skirt
1758,Shirt,Long sleeve,Anklets
1759,Shirt,Long sleeve,Skirt
1760,Blue jeans,Bracelet,Skirt
1761,Shoes,Blouse,Skirt
1762,Blue jeans,Bracelet,Skirt
1763,Blue jeans,Bracelet,Skirt
1764,Shirt,Long sleeve,Anklets
1765,Shirt,Long sleeve,Skirt
1766,Shoes,Bracelet,Anklets
1767,Shoes,Blouse,Skirt
1768,Blue jeans,Bracelet,Skirt
1769,Earring,Short sleeve,Dress
1770,Shoes,Blouse,Anklets
1771,Blue jeans,Bracelet,Skirt
1772,Blue jeans,Bracelet,Skirt
1773,Earring,Short sleeve,Dress
1774,Shoes,Blouse,Skirt
1775,Earring,Short sleeve,Dress
1776,Shoes,Blouse,Skirt
1777,Shoes,Blouse,Anklets
1778,Shirt,Long sleeve,Anklets
1779,Shirt,Long sleeve,Skirt
1780,Earring,Short sleeve,Dress
1781,Earring,Short sleeve,Dress
1782,Shoes,Blouse,Skirt
1783,Shirt,Long sleeve,Anklets
1784,Earring,Short sleeve,Dress
1785,Shoes,Blouse,Skirt
1786,Blue jeans,Bracelet,Skirt
1787,Shoes,Blouse,Skirt
1788,Blue jeans,Bracelet,Skirt
1789,Earring,Short sleeve,Dress
1790,Earring,Short sleeve,Dress
1791,Shirt,Long sleeve,Anklets
1792,Earring,Short sleeve,Dress
1793,Blue jeans,Bracelet,Skirt
1794,Shoes,Blouse,Skirt
1795,Shoes,Blouse,Anklets
1796,Earring,Short sleeve,Dress
1797,Earring,Short sleeve,Dress
1798,Shirt,Long sleeve,Skirt
1799,Shoes,Blouse,Skirt
1800,Shirt,Blouse,Anklets
1801,Shirt,Blouse,Anklets
1802,Earring,Short sleeve,Dress
1803,Earring,Short sleeve,Dress
1804,Shoes,Blouse,Skirt
1805,Shoes,Blouse,Skirt
1806,Earring,Short sleeve,Dress
1807,Shoes,Blouse,Skirt
1808,Shoes,Blouse,Skirt
1809,Shirt,Long sleeve,Skirt
1810,Blue jeans,Bracelet,Skirt
1811,Shoes,Bracelet,Skirt
1812,Earring,Short sleeve,Dress
1813,Shoes,Blouse,Anklets
1814,Shirt,Long sleeve,Anklets
1815,Earring,Short sleeve,Dress
1816,Shoes,Blouse,Skirt
1817,Earring,Short sleeve,Dress
1818,Blue jeans,Bracelet,Skirt
1819,Shoes,Blouse,Skirt
1820,Blue jeans,Bracelet,Skirt
1821,Shoes,Bracelet,Skirt
1822,Shoes,Blouse,Skirt
1823,Shoes,Blouse,Skirt
1824,Shoes,Bracelet,Anklets
1825,Shoes,Blouse,Skirt
1826,Earring,Short sleeve,Dress
1827,Shoes,Blouse,Skirt
1828,Shoes,Blouse,Skirt
1829,Earring,Short sleeve,Dress
1830,Earring,Short sleeve,Dress
1831,Earring,Short sleeve,Dress
1832,Shoes,Blouse,Skirt
1833,Shoes,Blouse,Skirt
1834,Blue jeans,Short sleeve,Skirt
1835,Blue jeans,Bracelet,Skirt
1836,Shoes,Bracelet,Skirt
1837,Blue jeans,Bracelet,Skirt
1838,Earring,Short sleeve,Dress
1839,Shoes,Blouse,Skirt
1840,Blue jeans,Bracelet,Skirt
1841,Shoes,Bracelet,Anklets
1842,Earring,Short sleeve,Dress
1843,Shoes,Long sleeve,Anklets
1844,Shoes,Bracelet,Anklets
1845,Shirt,Long sleeve,Anklets
1846,Blue jeans,Bracelet,Skirt
1847,Earring,Short sleeve,Dress
1848,Blue jeans,Short sleeve,Skirt
1849,Earring,Short sleeve,Dress
1850,Shoes,Blouse,Skirt
1851,Shoes,Blouse,Skirt
1852,Shoes,Blouse,Skirt
1853,Shoes,Bracelet,Anklets
1854,Blue jeans,Bracelet,Skirt
1855,Shoes,Blouse,Skirt
1856,Blue jeans,Bracelet,Skirt
1857,Blue jeans,Bracelet,Skirt
1858,Shirt,Blouse,Anklets
1859,Shoes,Bracelet,Skirt
1860,Shoes,Blouse,Skirt
1861,Shirt,Long sleeve,Skirt
1862,Blue jeans,Bracelet,Skirt
1863,Blue jeans,Bracelet,Skirt
1864,Shoes,Bracelet,Skirt
1865,Shirt,Long sleeve,Anklets
1866,Shoes,Blouse,Skirt
1867,Shoes,Blouse,Skirt
1868,Shoes,Blouse,Anklets
1869,Shoes,Blouse,Skirt
1870,Shoes,Bracelet,Anklets
1871,Blue jeans,Bracelet,Skirt
1872,Shoes,Blouse,Skirt
1873,Shirt,Long sleeve,Skirt
1874,Shoes,Bracelet,Anklets
1875,Shirt,Long sleeve,Skirt
1876,Blue jeans,Bracelet,Skirt
1877,Shoes,Blouse,Skirt
1878,Earring,Short sleeve,Dress
1879,Earring,Short sleeve,Dress
1880,Shirt,Long sleeve,Anklets
1881,Shirt,Long sleeve,Skirt
1882,Earring,Short sleeve,Dress
1883,Shirt,Long sleeve,Anklets
1884,Blue jeans,Bracelet,Skirt
1885,Earring,Bracelet,Dress
1886,Blue jeans,Short sleeve,Dress
1887,Blue jeans,Bracelet,Skirt
1888,Earring,Short sleeve,Dress
1889,Shoes,Blouse,Skirt
1890,Shirt,Long sleeve,Skirt
1891,Shoes,Blouse,Skirt
1892,Shirt,Blouse,Anklets
1893,Shoes,Blouse,Skirt
1894,Earring,Short sleeve,Dress
1895,Blue jeans,Short sleeve,Dress
1896,Earring,Short sleeve,Dress
1897,Blue jeans,Bracelet,Skirt
1898,Shoes,Blouse,Skirt
1899,Shoes,Blouse,Skirt
1900,Earring,Short sleeve,Dress
1901,Earring,Short sleeve,Dress
1902,Blue jeans,Bracelet,Skirt
1903,Shoes,Blouse,Skirt
1904,Shoes,Blouse,Anklets
1905,Earring,Short sleeve,Dress
1906,Earring,Bracelet,Dress
1907,Blue jeans,Bracelet,Skirt
1908,Shoes,Bracelet,Anklets
1909,Shoes,Blouse,Skirt
1910,Earring,Short sleeve,Dress
1911,Shirt,Long sleeve,Skirt
1912,Shirt,Long sleeve,Skirt
1913,Blue jeans,Bracelet,Skirt
1914,Blue jeans,Bracelet,Skirt
1915,Shoes,Blouse,Skirt
1916,Shirt,Long sleeve,Skirt
1917,Blue jeans,Bracelet,Skirt
1918,Shirt,Long sleeve,Anklets
1919,Earring,Short sleeve,Dress
1920,Shoes,Bracelet,Anklets
1921,Shoes,Blouse,Skirt
1922,Shoes,Bracelet,Anklets
1923,Blue jeans,Bracelet,Skirt
1924,Earring,Short sleeve,Dress
1925,Shoes,Blouse,Anklets
1926,Shirt,Long sleeve,Skirt
1927,Blue jeans,Bracelet,Skirt
1928,Earring,Short sleeve,Dress
1929,Shirt,Long sleeve,Anklets
1930,Shirt,Long sleeve,Skirt
1931,Shoes,Blouse,Skirt
1932,Earring,Bracelet,Dress
1933,Shoes,Blouse,Skirt
1934,Blue jeans,Bracelet,Skirt
1935,Blue jeans,Short sleeve,Dress
1936,Shirt,Long sleeve,Skirt
1937,Earring,Bracelet,Dress
1938,Shirt,Long sleeve,Skirt
1939,Shoes,Bracelet,Anklets
1940,Shoes,Bracelet,Skirt
1941,Earring,Short sleeve,Dress
1942,Shoes,Blouse,Skirt
1943,Shirt,Blouse,Anklets
1944,Shirt,Blouse,Anklets
1945,Blue jeans,Bracelet,Skirt
1946,Shirt,Long sleeve,Anklets
1947,Shoes,Bracelet,Skirt
1948,Shoes,Bracelet,Skirt
1949,Blue jeans,Bracelet,Skirt
1950,Blue jeans,Bracelet,Skirt
1951,Blue jeans,Bracelet,Skirt
1952,Earring,Short sleeve,Dress
1953,Shirt,Long sleeve,Anklets
1954,Shirt,Long sleeve,Anklets
1955,Shoes,Bracelet,Skirt
1956,Earring,Short sleeve,Dress
1957,Blue jeans,Bracelet,Skirt
1958,Earring,Short sleeve,Dress
1959,Shoes,Blouse,Skirt
1960,Shoes,Blouse,Skirt
1961,Shoes,Blouse,Skirt
1962,Shirt,Long sleeve,Anklets
1963,Shirt,Long sleeve,Anklets
1964,Shirt,Long sleeve,Anklets
1965,Blue jeans,Bracelet,Skirt
1966,Earring,Short sleeve,Dress
1967,Shirt,Long sleeve,Anklets
1968,Shirt,Blouse,Anklets
1969,Blue jeans,Bracelet,Skirt
1970,Shoes,Blouse,Skirt
1971,Shoes,Blouse,Anklets
1972,Blue jeans,Bracelet,Skirt
1973,Shirt,Long sleeve,Anklets
1974,Earring,Short sleeve,Dress
1975,Shoes,Blouse,Skirt
1976,Blue jeans,Bracelet,Skirt
1977,Earring,Short sleeve,Dress
1978,Shoes,Blouse,Skirt
1979,Blue jeans,Bracelet,Skirt
1980,Shirt,Long sleeve,Anklets
1981,Shirt,Long sleeve,Skirt
1982,Blue jeans,Bracelet,Skirt
1983,Blue jeans,Bracelet,Skirt
1984,Blue jeans,Bracelet,Skirt
1985,Blue jeans,Short sleeve,Skirt
1986,Blue jeans,Bracelet,Skirt
1987,Blue jeans,Short sleeve,Dress
1988,Shoes,Blouse,Skirt
1989,Shirt,Long sleeve,Skirt
1990,Earring,Short sleeve,Dress
1991,Earring,Short sleeve,Dress
1992,Shirt,Long sleeve,Skirt
1993,Blue jeans,Short sleeve,Dress
1994,Shoes,Blouse,Skirt
1995,Shoes,Blouse,Skirt
1996,Shirt,Long sleeve,Skirt
1997,Blue jeans,Bracelet,Skirt
1998,Blue jeans,Bracelet,Skirt
1999,Blue jeans,Bracelet,Skirt
2000,Shoes,Bracelet,Anklets